Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) HIT_K2,Coverage (%) HIT_K4,Coverage (%) HIT_K6,Coverage (%) HIT_M2,Coverage (%) HIT_M4,Coverage (%) HIT_M6,Coverage (%) HIT_C2,Coverage (%) HIT_C4,Coverage (%) HIT_C6,Coverage (%) HIT_i2,Coverage (%) HIT_i4,Coverage (%) HIT_i6,Area HIT_K2,Area HIT_K4,Area HIT_K6,Area HIT_M2,Area HIT_M4,Area HIT_M6,Area HIT_C2,Area HIT_C4,Area HIT_C6,Area HIT_i2,Area HIT_i4,Area HIT_i6,#Peptides,#Unique,#Spec HIT_K2,#Spec HIT_K4,#Spec HIT_K6,#Spec HIT_M2,#Spec HIT_M4,#Spec HIT_M6,#Spec HIT_C2,#Spec HIT_C4,#Spec HIT_C6,#Spec HIT_i2,#Spec HIT_i4,#Spec HIT_i6,PTM,Avg. Mass,Description
430,1082,P48047|ATPO_HUMAN,314.22,66,64,64,64,64,64,54,66,59,66,61,66,66,1.3217E5,1.8327E5,1.5058E5,1.287E5,1.5345E5,1.1712E5,1.6834E5,1.4622E5,1.3994E5,1.5926E5,1.3637E5,1.2729E5,13,13,76,85,76,59,82,57,70,65,77,85,72,82,Carbamidomethylation; Deamidation (NQ),23277,ATP synthase subunit O  mitochondrial OS=Homo sapiens OX=9606 GN=ATP5PO PE=1 SV=1
210,1487,Q9Y281|COF2_HUMAN,314.16,74,69,64,64,62,69,54,66,69,58,63,58,69,4.3906E4,4.3308E4,3.529E4,4.4053E4,4.4048E4,4.3124E4,2.2817E4,2.3768E4,2.2829E4,3.5407E4,3.0247E4,4.7645E4,13,7,126,131,123,154,133,89,97,106,106,109,121,132,Carbamidomethylation; Deamidation (NQ),18737,Cofilin-2 OS=Homo sapiens OX=9606 GN=CFL2 PE=1 SV=1
893,446,P14868|SYDC_HUMAN,314.14,41,34,30,34,23,36,34,34,23,30,25,17,19,3.0722E4,3.874E4,4.4363E4,1.7526E4,3.9904E4,4.6514E4,3.7641E4,3.2286E4,3.4433E4,2.286E4,1.2826E4,1.6432E4,17,17,39,33,45,39,44,41,41,26,36,37,20,24,Carbamidomethylation; Deamidation (NQ),57136,Aspartate--tRNA ligase  cytoplasmic OS=Homo sapiens OX=9606 GN=DARS1 PE=1 SV=2
619,510,Q13177|PAK2_HUMAN,314.06,42,39,39,39,39,40,37,26,16,24,39,40,39,4.5128E4,4.7426E4,4.3583E4,3.3599E4,4.3177E4,3.663E4,2.2332E4,1.7185E4,2.1415E4,5.5114E4,4.4412E4,4.0169E4,17,11,53,71,61,42,75,53,26,38,37,72,54,65,Carbamidomethylation; Acetylation (Protein N-term); Deamidation (NQ),58043,Serine/threonine-protein kinase PAK 2 OS=Homo sapiens OX=9606 GN=PAK2 PE=1 SV=3
563,1314,P04179|SODM_HUMAN,314.05,85,60,60,60,60,60,37,60,60,61,74,74,85,9.6152E4,9.0448E4,7.4216E4,9.3941E4,9.7922E4,1.0017E5,8.4706E4,9.6487E4,1.1816E5,2.5855E5,2.2912E5,3.6031E5,12,12,54,55,49,56,51,32,45,55,47,77,83,119,Carbamidomethylation; Deamidation (NQ),24750,Superoxide dismutase [Mn]  mitochondrial OS=Homo sapiens OX=9606 GN=SOD2 PE=1 SV=3
502,2425,P31949|S10AB_HUMAN,313.68,87,78,78,78,78,78,78,87,78,87,87,78,87,2.9666E5,2.7242E5,2.6638E5,2.7678E5,2.6877E5,3.0648E5,1.9431E5,1.9505E5,1.7035E5,2.6388E5,2.4497E5,2.8038E5,9,9,74,59,67,65,72,60,67,62,56,67,55,71,Carbamidomethylation; Oxidation (M); Deamidation (NQ),11740,Protein S100-A11 OS=Homo sapiens OX=9606 GN=S100A11 PE=1 SV=2
705,721,P28482|MK01_HUMAN,313.53,59,36,42,51,36,46,30,46,32,42,42,36,29,3.1718E4,3.8193E4,4.2257E4,3.437E4,4.0894E4,4.3822E4,4.0776E4,3.1409E4,3.6551E4,4.2293E4,3.1784E4,2.4567E4,16,10,45,50,59,46,53,52,40,39,45,63,35,34,Carbamidomethylation; Acetylation (Protein N-term); Deamidation (NQ),41390,Mitogen-activated protein kinase 1 OS=Homo sapiens OX=9606 GN=MAPK1 PE=1 SV=3
1107,781,P07099|HYEP_HUMAN,313.35,50,20,20,29,5,13,31,41,27,33,29,22,16,9.1494E3,2.6901E4,3.3352E4,2.8231E2,1.1524E4,4.972E4,5.2308E4,3.0541E4,7.0787E4,3.9653E4,2.3207E4,1.0653E4,19,19,12,16,32,1,6,43,52,29,62,54,21,11,Carbamidomethylation; Deamidation (NQ),52949,Epoxide hydrolase 1 OS=Homo sapiens OX=9606 GN=EPHX1 PE=1 SV=1
614,1284,O14979|HNRDL_HUMAN,313.28,31,29,29,25,26,26,19,29,26,29,31,29,21,8.7491E4,8.2211E4,7.4237E4,6.9149E4,7.1233E4,1.0297E5,5.3283E4,4.5987E4,7.3554E4,7.989E4,7.1808E4,7.8333E4,14,12,64,59,46,52,54,53,50,52,59,54,50,58,Carbamidomethylation; Deamidation (NQ),46438,Heterogeneous nuclear ribonucleoprotein D-like OS=Homo sapiens OX=9606 GN=HNRNPDL PE=1 SV=3
1392,429,P35555|FBN1_HUMAN,313.18,10,1,1,2,1,1,1,6,5,9,5,2,3,1.6352E4,3.9258E3,1.8597E4,1.091E4,1.9707E3,3.0501E3,4.369E4,4.4651E4,4.875E4,2.0933E4,1.15E4,2.0918E4,24,24,5,7,6,2,1,5,42,38,60,29,18,21,Carbamidomethylation; Deamidation (NQ),312297,Fibrillin-1 OS=Homo sapiens OX=9606 GN=FBN1 PE=1 SV=4
1192,413,Q96HP0|DOCK6_HUMAN,313.10,18,6,11,13,5,6,12,6,3,8,4,1,1,7.1194E3,1.7018E4,2.4463E4,3.0911E3,1.2312E4,3.3444E4,7.7049E3,2.2272E3,7.805E3,4.8404E3,2.15E3,9.6605E2,24,24,33,46,49,8,21,60,27,14,21,15,7,3,Carbamidomethylation,229556,Dedicator of cytokinesis protein 6 OS=Homo sapiens OX=9606 GN=DOCK6 PE=1 SV=3
1030,619,Q9BZZ5|API5_HUMAN,313.04,37,21,24,31,20,22,29,22,24,23,23,20,23,3.773E4,3.5093E4,3.7821E4,1.6484E4,1.8068E4,2.6078E4,1.9833E4,1.9556E4,1.9484E4,1.9498E4,1.5079E4,1.558E4,18,18,24,23,34,30,32,44,33,33,30,34,29,24,Carbamidomethylation; Deamidation (NQ),59005,Apoptosis inhibitor 5 OS=Homo sapiens OX=9606 GN=API5 PE=1 SV=3
762,639,P08195|4F2_HUMAN,313.01,30,21,23,24,15,21,19,25,24,25,23,20,20,3.1862E4,3.8479E4,3.5616E4,1.6864E4,2.2357E4,3.3998E4,6.21E4,4.606E4,5.6488E4,4.5959E4,3.3799E4,2.6262E4,14,14,35,46,42,31,36,45,56,43,47,55,41,36,Carbamidomethylation; Deamidation (NQ),67994,4F2 cell-surface antigen heavy chain OS=Homo sapiens OX=9606 GN=SLC3A2 PE=1 SV=3
670,1166,P55735|SEC13_HUMAN,312.88,55,47,47,55,47,55,55,47,44,55,52,52,52,8.4609E4,8.6682E4,8.5772E4,7.7388E4,8.4602E4,6.2299E4,7.0676E4,5.6921E4,6.3522E4,8.0933E4,6.4671E4,6.5391E4,13,13,60,54,67,45,61,41,41,46,50,53,31,49,Carbamidomethylation; Oxidation (M); Acetylation (Protein N-term); Deamidation (NQ),35541,Protein SEC13 homolog OS=Homo sapiens OX=9606 GN=SEC13 PE=1 SV=3
1142,1289,Q9NUJ1|ABHDA_HUMAN,312.85,48,39,34,39,27,41,33,21,23,31,46,39,45,2.7913E4,2.4617E4,3.2138E4,2.005E4,2.4589E4,1.7633E4,1.4009E4,1.3429E4,1.6363E4,3.8823E4,2.8465E4,4.7207E4,13,13,29,22,21,22,23,26,18,16,20,44,25,55,Carbamidomethylation; Deamidation (NQ),33933,Palmitoyl-protein thioesterase ABHD10  mitochondrial OS=Homo sapiens OX=9606 GN=ABHD10 PE=1 SV=1
1028,501,P31939|PUR9_HUMAN,312.80,41,27,33,35,32,28,27,22,23,19,29,27,25,1.5208E4,1.8217E4,1.716E4,9.0435E3,1.4127E4,2.4003E4,1.1165E4,9.0191E3,1.8469E4,2.1496E4,1.67E4,1.1015E4,16,16,34,33,35,23,29,33,24,24,26,46,35,29,Carbamidomethylation,64616,Bifunctional purine biosynthesis protein ATIC OS=Homo sapiens OX=9606 GN=ATIC PE=1 SV=3
567,1254,P47755|CAZA2_HUMAN,312.68,63,44,56,44,51,56,51,44,50,57,44,51,57,6.0753E4,5.3557E4,4.636E4,3.453E4,4.3502E4,5.3532E4,5.2587E4,5.7203E4,7.7372E4,9.2503E4,7.3832E4,7.0793E4,12,10,65,57,47,58,57,48,64,65,66,63,65,59,Carbamidomethylation; Acetylation (Protein N-term); Deamidation (NQ),32949,F-actin-capping protein subunit alpha-2 OS=Homo sapiens OX=9606 GN=CAPZA2 PE=1 SV=3
523,2176,P06703|S10A6_HUMAN,312.54,99,79,79,79,76,79,98,83,79,88,98,88,89,2.88E5,4.1154E5,4.1661E5,2.9904E5,4.2041E5,3.9044E5,2.7368E5,3.1805E5,2.8109E5,2.576E5,2.781E5,4.9748E5,12,12,58,91,73,54,68,68,50,56,67,56,53,65,Carbamidomethylation; Acetylation (Protein N-term); Deamidation (NQ),10180,Protein S100-A6 OS=Homo sapiens OX=9606 GN=S100A6 PE=1 SV=1
480,1368,Q9H0U4|RAB1B_HUMAN,312.45,73,62,57,72,58,62,57,62,62,62,62,62,62,2.1696E4,2.4512E4,2.9169E4,1.4348E4,1.876E4,4.7537E4,1.9795E4,1.2899E4,3.5802E4,4.3922E4,2.9697E4,2.2597E4,14,8,66,65,70,53,50,83,71,58,81,91,72,62,Acetylation (Protein N-term); Deamidation (NQ),22171,Ras-related protein Rab-1B OS=Homo sapiens OX=9606 GN=RAB1B PE=1 SV=1
1599,378,Q9BZ29|DOCK9_HUMAN,312.21,16,3,9,10,1,10,11,4,2,4,1,1,1,3.1579E3,8.9334E3,1.5738E4,5.7664E2,7.8221E3,2.0345E4,3.3327E3,7.0719E2,8.1699E3,1.1376E3,8.4353E2,0,22,22,8,36,38,2,25,41,9,2,16,3,2,1,Carbamidomethylation; Deamidation (NQ),236444,Dedicator of cytokinesis protein 9 OS=Homo sapiens OX=9606 GN=DOCK9 PE=1 SV=2
677,895,O00560|SDCB1_HUMAN,312.16,78,46,57,45,49,50,29,73,77,65,64,64,65,4.018E4,4.8107E4,4.3235E4,4.7898E4,3.7199E4,5.8113E4,8.2452E4,7.6645E4,8.6713E4,1.318E5,1.0608E5,1.1276E5,14,14,24,30,24,30,39,23,69,84,48,73,68,79,Carbamidomethylation; Acetylation (Protein N-term); Deamidation (NQ),32444,Syntenin-1 OS=Homo sapiens OX=9606 GN=SDCBP PE=1 SV=1
833,1191,Q99439|CNN2_HUMAN,312.16,50,48,47,47,48,48,48,32,32,31,42,31,37,7.2822E4,7.6427E4,7.9492E4,8.3613E4,8.6677E4,1.0331E5,2.1556E4,2.0139E4,2.633E4,4.6563E4,3.382E4,3.8972E4,15,14,46,51,48,55,51,46,27,25,22,37,32,27,Carbamidomethylation; Acetylation (Protein N-term); Deamidation (NQ),33697,Calponin-2 OS=Homo sapiens OX=9606 GN=CNN2 PE=1 SV=4
1258,616,P11717|MPRI_HUMAN,312.11,12,3,5,5,2,3,5,6,4,7,5,4,3,8.3158E3,9.3862E3,1.3175E4,4.1275E3,6.0066E3,1.6156E4,2.4168E4,1.2891E4,3.1829E4,2.6532E4,1.5621E4,3.3749E3,25,25,14,19,29,18,15,27,39,16,44,30,17,10,Carbamidomethylation; Deamidation (NQ),274373,Cation-independent mannose-6-phosphate receptor OS=Homo sapiens OX=9606 GN=IGF2R PE=1 SV=3
472,983,P07910|HNRPC_HUMAN,311.99,41,28,28,34,28,28,28,28,31,38,36,28,35,2.9995E5,3.473E5,3.0195E5,2.6915E5,3.1823E5,3.5229E5,2.4626E5,2.2363E5,2.5382E5,3.0697E5,2.5843E5,2.6465E5,17,17,77,73,77,68,68,75,62,57,68,81,64,63,Oxidation (M); Acetylation (Protein N-term); Deamidation (NQ),33670,Heterogeneous nuclear ribonucleoproteins C1/C2 OS=Homo sapiens OX=9606 GN=HNRNPC PE=1 SV=4
1093,586,O75439|MPPB_HUMAN,311.49,41,22,28,33,15,25,24,22,22,24,28,16,24,1.5402E4,2.1589E4,2.3037E4,7.3708E3,1.3976E4,2.1548E4,2.2434E4,1.7157E4,2.587E4,2.9614E4,1.7661E4,1.6068E4,16,16,35,26,44,22,37,18,28,35,31,34,18,17,Carbamidomethylation; Deamidation (NQ),54366,Mitochondrial-processing peptidase subunit beta OS=Homo sapiens OX=9606 GN=PMPCB PE=1 SV=2
341,977,Q00325|MPCP_HUMAN,311.45,48,37,37,43,33,40,43,43,44,41,43,41,41,1.5696E5,1.907E5,2.2202E5,1.0714E5,1.7644E5,1.6391E5,2.6977E5,2.3008E5,2.9624E5,2.3588E5,1.9033E5,1.3589E5,16,16,78,74,93,57,87,84,90,93,100,101,89,75,Carbamidomethylation; Oxidation (M); Deamidation (NQ),40095,Phosphate carrier protein  mitochondrial OS=Homo sapiens OX=9606 GN=SLC25A3 PE=1 SV=2
728,712,P04181|OAT_HUMAN,311.33,48,39,36,31,35,37,38,32,32,32,37,36,36,3.4316E4,4.4228E4,3.7824E4,1.8506E4,3.201E4,5.7999E4,1.9443E4,1.5177E4,2.6023E4,2.906E4,2.5407E4,2.4822E4,16,16,53,46,48,41,53,53,34,34,41,50,47,43,Carbamidomethylation; Deamidation (NQ),48535,Ornithine aminotransferase  mitochondrial OS=Homo sapiens OX=9606 GN=OAT PE=1 SV=1
856,679,Q13409|DC1I2_HUMAN,311.19,40,30,30,32,24,28,29,32,22,28,22,25,27,1.8827E4,2.7683E4,3.6046E4,2.0115E4,2.117E4,2.3306E4,1.6752E4,1.6965E4,1.4451E4,3.4056E4,1.5016E4,1.9684E4,17,16,34,42,54,44,52,30,36,19,27,48,31,32,Carbamidomethylation; Acetylation (Protein N-term); Deamidation (NQ),71457,Cytoplasmic dynein 1 intermediate chain 2 OS=Homo sapiens OX=9606 GN=DYNC1I2 PE=1 SV=3
975,506,P78539|SRPX_HUMAN,310.95,43,19,27,22,13,20,29,41,36,36,36,25,30,9.9738E3,1.2125E4,1.307E4,2.7971E3,4.6077E3,1.8818E4,6.7515E4,5.1164E4,7.174E4,3.6686E4,2.8885E4,2.1203E4,16,16,20,29,20,8,15,26,54,59,59,41,30,29,Carbamidomethylation; Deamidation (NQ),51572,Sushi repeat-containing protein SRPX OS=Homo sapiens OX=9606 GN=SRPX PE=1 SV=1
455,927,P31323|KAP3_HUMAN,310.89,41,35,35,35,28,39,39,32,28,30,37,35,35,2.4732E4,3.9197E4,3.5745E4,1.5879E4,3.2425E4,5.0147E4,2.2438E4,1.7556E4,3.225E4,3.7615E4,3.1563E4,3.3174E4,12,9,59,79,76,65,55,69,81,55,79,84,79,82,Carbamidomethylation; Acetylation (Protein N-term); Deamidation (NQ),46302,cAMP-dependent protein kinase type II-beta regulatory subunit OS=Homo sapiens OX=9606 GN=PRKAR2B PE=1 SV=3
412,1480,P21291|CSRP1_HUMAN,310.73,65,65,65,65,65,65,65,56,56,65,65,65,65,1.9046E5,1.8959E5,1.773E5,1.5874E5,1.6787E5,1.853E5,5.7122E4,5.1392E4,7.2589E4,9.8986E4,9.5945E4,9.9009E4,12,12,81,88,79,93,101,87,60,56,69,65,60,67,Carbamidomethylation; Deamidation (NQ),20567,Cysteine and glycine-rich protein 1 OS=Homo sapiens OX=9606 GN=CSRP1 PE=1 SV=3
689,451,P62333|PRS10_HUMAN,310.40,59,50,50,52,48,51,50,43,27,46,44,48,43,6.2909E4,7.6958E4,7.0864E4,5.049E4,6.9555E4,8.5022E4,4.9717E4,3.7374E4,4.9952E4,5.9821E4,4.158E4,3.6481E4,20,20,46,55,49,40,50,54,35,32,51,66,46,52,Carbamidomethylation; Deamidation (NQ),44173,26S proteasome regulatory subunit 10B OS=Homo sapiens OX=9606 GN=PSMC6 PE=1 SV=1
954,509,P49915|GUAA_HUMAN,310.38,37,17,26,29,19,27,28,24,21,26,20,27,23,1.5898E4,1.9359E4,1.9173E4,7.9251E3,1.2504E4,2.5228E4,1.49E4,1.1284E4,2.8821E4,2.2282E4,1.7182E4,1.4943E4,18,18,23,39,53,18,31,47,35,25,44,27,30,25,Carbamidomethylation; Deamidation (NQ),76716,GMP synthase [glutamine-hydrolyzing] OS=Homo sapiens OX=9606 GN=GMPS PE=1 SV=1
849,560,Q07866|KLC1_HUMAN,310.28,38,21,26,28,19,29,32,19,17,18,19,25,23,1.8645E4,1.9196E4,1.763E4,1.0109E4,1.9271E4,2.1823E4,1.1005E4,6.7747E3,8.141E3,8.0696E3,9.259E3,8.2224E3,18,16,43,39,41,41,45,41,30,24,50,33,37,32,Carbamidomethylation; Deamidation (NQ),65310,Kinesin light chain 1 OS=Homo sapiens OX=9606 GN=KLC1 PE=1 SV=2
528,528,P16278|BGAL_HUMAN,310.17,33,31,27,26,33,30,32,27,27,33,31,33,33,5.8732E4,5.6524E4,5.1463E4,6.7504E4,7.1685E4,6.9738E4,6.62E4,6.3733E4,6.0964E4,7.0551E4,5.9762E4,6.6753E4,17,17,59,67,60,74,64,69,64,55,69,63,51,62,Carbamidomethylation; Deamidation (NQ),76075,Beta-galactosidase OS=Homo sapiens OX=9606 GN=GLB1 PE=1 SV=2
943,655,Q96A33|CCD47_HUMAN,310.05,46,25,27,35,24,22,32,31,21,34,38,38,34,2.5985E4,2.8428E4,2.9219E4,1.5988E4,2.2165E4,3.7194E4,3.0117E4,1.8886E4,3.7353E4,5.9422E4,3.8248E4,4.1252E4,18,18,28,29,39,25,24,31,34,22,39,48,41,41,Carbamidomethylation; Deamidation (NQ),55874,Coiled-coil domain-containing protein 47 OS=Homo sapiens OX=9606 GN=CCDC47 PE=1 SV=1
266,2034,P60953|CDC42_HUMAN,309.87,66,58,58,65,58,64,60,60,59,60,60,60,60,1.3854E5,1.7721E5,1.76E5,1.1922E5,1.3818E5,2.261E5,1.7396E5,1.4211E5,2.2984E5,2.3518E5,1.877E5,1.9331E5,13,12,82,106,79,81,78,108,98,100,140,116,109,129,Carbamidomethylation; Deamidation (NQ),21259,Cell division control protein 42 homolog OS=Homo sapiens OX=9606 GN=CDC42 PE=1 SV=2
672,1105,Q12907|LMAN2_HUMAN,309.66,52,50,52,50,49,52,51,52,52,49,49,49,52,4.7162E4,5.9745E4,6.028E4,4.4738E4,5.0044E4,5.3517E4,5.4755E4,4.9017E4,1.3252E5,9.1279E4,1.4613E5,8.9639E4,17,17,45,52,51,42,39,49,51,51,51,52,58,54,Carbamidomethylation; Deamidation (NQ),40229,Vesicular integral-membrane protein VIP36 OS=Homo sapiens OX=9606 GN=LMAN2 PE=1 SV=1
801,707,P36269|GGT5_HUMAN,309.63,36,20,23,24,21,18,17,25,26,21,25,21,24,1.7439E4,2.2341E4,2.4237E4,1.3014E4,1.1613E4,1.8418E4,2.1132E4,1.9847E4,2.8118E4,4.0789E4,3.1644E4,3.6459E4,14,14,48,43,39,46,33,30,45,39,36,44,38,44,Carbamidomethylation,62261,Glutathione hydrolase 5 proenzyme OS=Homo sapiens OX=9606 GN=GGT5 PE=1 SV=2
514,976,Q07955|SRSF1_HUMAN,309.54,60,59,53,53,59,59,49,53,53,54,53,59,60,1.778E5,1.4254E5,1.3679E5,1.8346E5,1.6411E5,1.3558E5,9.5612E4,1.038E5,9.8106E4,2.3925E5,1.8591E5,2.0588E5,17,16,79,64,56,78,57,58,49,68,41,71,74,71,Carbamidomethylation; Acetylation (Protein N-term); Deamidation (NQ),27745,Serine/arginine-rich splicing factor 1 OS=Homo sapiens OX=9606 GN=SRSF1 PE=1 SV=2
1407,622,P00750|TPA_HUMAN,309.51,35,0,0,0,0,0,0,20,19,21,33,31,29,,,,,,,1.1338E4,9.7425E3,1.9353E4,4.4753E4,4.1517E4,4.1994E4,16,16,0,0,0,0,0,0,29,26,36,45,53,40,Carbamidomethylation,62917,Tissue-type plasminogen activator OS=Homo sapiens OX=9606 GN=PLAT PE=1 SV=1
1231,727,O43815|STRN_HUMAN,309.50,24,12,19,17,12,14,19,12,9,14,19,17,16,1.3319E4,1.8351E4,2.0028E4,1.0439E4,1.2868E4,2.2662E4,6.9442E3,5.9337E3,1.3733E4,1.8146E4,1.6029E4,1.5043E4,13,12,16,31,30,26,28,26,16,17,20,30,27,22,Carbamidomethylation; Deamidation (NQ),86132,Striatin OS=Homo sapiens OX=9606 GN=STRN PE=1 SV=4
1070,1590,P30085|KCY_HUMAN,309.44,60,60,60,54,58,54,60,54,45,60,60,45,60,4.3617E4,4.4522E4,3.6473E4,2.7039E4,3.8249E4,5.5005E4,2.7934E4,2.4477E4,3.8649E4,6.87E4,4.6587E4,5.5898E4,11,11,21,30,31,27,28,38,25,26,32,40,25,32,Deamidation (NQ),22222,UMP-CMP kinase OS=Homo sapiens OX=9606 GN=CMPK1 PE=1 SV=3
627,1802,P49755|TMEDA_HUMAN,309.16,53,43,45,45,39,39,41,41,41,41,53,53,49,1.0728E5,1.0142E5,1.1364E5,7.8414E4,8.7103E4,1.7141E5,1.2654E5,1.0669E5,1.9459E5,2.6706E5,1.7121E5,1.56E5,12,12,45,51,58,32,30,54,54,53,62,82,62,58,Carbamidomethylation; Deamidation (NQ),24976,Transmembrane emp24 domain-containing protein 10 OS=Homo sapiens OX=9606 GN=TMED10 PE=1 SV=2
749,735,Q99829|CPNE1_HUMAN,308.98,44,41,38,38,31,35,37,34,30,31,34,38,36,6.2605E4,6.2649E4,5.6903E4,3.8411E4,5.4058E4,3.6067E4,4.2961E4,4.77E4,4.4868E4,3.7276E4,4.615E4,2.8486E4,16,16,46,51,47,43,51,40,39,56,43,39,39,28,Carbamidomethylation; Acetylation (Protein N-term); Deamidation (NQ),59059,Copine-1 OS=Homo sapiens OX=9606 GN=CPNE1 PE=1 SV=1
1005,868,P26232|CTNA2_HUMAN,308.98,16,12,13,12,13,13,13,12,10,12,13,10,12,2.9711E4,2.1365E4,3.5747E4,7.7834E3,5.8698E4,1.9307E4,4.1862E3,4.5212E2,1.6769E4,6.1703E3,1.0628E3,4.7208E3,11,2,33,35,39,34,48,38,22,21,31,33,21,23,Carbamidomethylation; Deamidation (NQ),105313,Catenin alpha-2 OS=Homo sapiens OX=9606 GN=CTNNA2 PE=1 SV=5
547,1304,Q96AG4|LRC59_HUMAN,308.95,48,39,39,39,39,39,48,48,48,47,48,48,48,2.3796E5,2.0209E5,1.6783E5,2.1542E5,2.2685E5,1.8638E5,1.2864E5,1.2415E5,1.1083E5,2.0432E5,1.4993E5,1.7167E5,14,14,68,53,52,71,60,66,61,44,54,76,60,66,Carbamidomethylation; Deamidation (NQ),34930,Leucine-rich repeat-containing protein 59 OS=Homo sapiens OX=9606 GN=LRRC59 PE=1 SV=1
624,1061,P51149|RAB7A_HUMAN,308.77,81,51,61,68,62,62,62,72,61,67,65,61,61,7.8634E4,6.7095E4,9.1228E4,7.6036E4,7.4784E4,7.7805E4,1.2205E5,9.7938E4,7.9922E4,9.1754E4,9.4021E4,8.8016E4,15,15,54,40,60,59,47,44,68,57,49,59,50,56,Carbamidomethylation; Deamidation (NQ),23490,Ras-related protein Rab-7a OS=Homo sapiens OX=9606 GN=RAB7A PE=1 SV=1
834,518,Q8IVL6|P3H3_HUMAN,308.42,32,23,23,23,22,21,27,19,18,21,26,26,24,4.2053E4,4.2969E4,4.1612E4,3.0528E4,4.015E4,5.1231E4,3.799E4,3.8065E4,4.5425E4,7.2786E4,5.69E4,7.0097E4,16,16,37,30,36,43,40,42,31,38,31,52,34,52,Carbamidomethylation; Deamidation (NQ),81837,Prolyl 3-hydroxylase 3 OS=Homo sapiens OX=9606 GN=P3H3 PE=1 SV=1
631,585,P48735|IDHP_HUMAN,308.37,38,36,36,38,31,35,34,33,31,29,34,33,31,1.0141E5,1.1439E5,1.1835E5,6.6169E4,9.5835E4,1.3336E5,6.2628E4,5.1661E4,6.9614E4,7.9427E4,5.8033E4,5.4472E4,15,15,59,59,67,51,49,64,43,43,45,61,45,50,Carbamidomethylation; Deamidation (NQ),50909,Isocitrate dehydrogenase [NADP]  mitochondrial OS=Homo sapiens OX=9606 GN=IDH2 PE=1 SV=2
608,722,Q9UDY4|DNJB4_HUMAN,308.23,55,39,39,47,47,47,36,39,39,47,47,39,39,9.7671E4,1.1426E5,9.4133E4,6.398E4,8.0766E4,1.1603E5,7.2687E4,6.7495E4,8.9855E4,1.1606E5,9.1732E4,1.0399E5,14,13,47,67,73,46,56,63,43,53,41,66,51,51,Carbamidomethylation; Deamidation (NQ),37807,DnaJ homolog subfamily B member 4 OS=Homo sapiens OX=9606 GN=DNAJB4 PE=1 SV=1
588,1455,P62753|RS6_HUMAN,308.21,45,39,44,39,39,39,45,39,44,45,44,44,41,9.4111E4,1.2435E5,1.5888E5,7.9195E4,1.8274E5,1.3627E5,1.6226E5,1.9935E5,9.4946E4,1.1724E5,9.5723E4,7.7256E4,14,14,46,68,60,58,63,63,50,58,64,55,56,52,Carbamidomethylation; Deamidation (NQ),28681,40S ribosomal protein S6 OS=Homo sapiens OX=9606 GN=RPS6 PE=1 SV=1
701,1217,P25789|PSA4_HUMAN,308.07,66,66,58,62,66,54,58,61,61,58,66,66,66,8.1429E4,7.1664E4,5.5915E4,6.8598E4,6.719E4,8.5466E4,5.2224E4,4.3705E4,6.7638E4,1.2088E5,8.9501E4,1.1714E5,11,11,48,46,42,53,45,40,37,42,43,50,57,61,Carbamidomethylation; Deamidation (NQ),29484,Proteasome subunit alpha type-4 OS=Homo sapiens OX=9606 GN=PSMA4 PE=1 SV=1
969,987,Q8TBC4|UBA3_HUMAN,308.03,43,28,31,31,19,33,25,29,21,28,33,26,24,1.1901E4,1.7286E4,1.6823E4,1.054E4,1.4425E4,1.3212E4,1.4824E4,1.1234E4,1.6651E4,1.8822E4,1.5194E4,8.8102E3,12,12,34,47,36,24,38,28,26,33,27,35,39,25,Carbamidomethylation; Deamidation (NQ),51852,NEDD8-activating enzyme E1 catalytic subunit OS=Homo sapiens OX=9606 GN=UBA3 PE=1 SV=2
981,567,P50281|MMP14_HUMAN,307.92,35,15,18,22,17,17,13,28,28,30,28,21,17,1.4756E4,1.6243E4,2.0798E4,1.6267E4,1.7594E4,1.956E4,4.7182E4,6.633E4,9.2872E4,9.0301E4,4.9559E4,2.5159E4,19,19,17,22,30,26,29,20,42,50,40,46,35,31,Carbamidomethylation; Deamidation (NQ),65894,Matrix metalloproteinase-14 OS=Homo sapiens OX=9606 GN=MMP14 PE=1 SV=3
1189,374,O94875|SRBS2_HUMAN,307.91,24,17,17,14,17,18,13,6,3,5,8,8,11,4.394E4,4.3583E4,2.77E4,4.2251E4,3.9281E4,4.2899E4,1.2354E4,1.5728E4,8.5498E3,1.1457E4,1.709E4,2.944E4,21,21,41,32,31,42,37,35,10,7,14,13,13,30,Carbamidomethylation; Deamidation (NQ),124107,Sorbin and SH3 domain-containing protein 2 OS=Homo sapiens OX=9606 GN=SORBS2 PE=1 SV=3
1072,689,Q15435|PP1R7_HUMAN,307.85,51,24,36,39,35,39,23,39,38,41,33,32,35,1.9712E4,2.2876E4,2.0616E4,1.7238E4,2.4725E4,2.4479E4,2.6635E4,2.4189E4,3.0667E4,3.9113E4,2.7372E4,2.8987E4,17,17,25,32,30,31,24,16,32,27,37,37,30,33,Carbamidomethylation; Deamidation (NQ),41564,Protein phosphatase 1 regulatory subunit 7 OS=Homo sapiens OX=9606 GN=PPP1R7 PE=1 SV=1
