Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) HCA_K2,Coverage (%) HCA_K4,Coverage (%) HCA_K6,Coverage (%) HCA_M2,Coverage (%) HCA_M4,Coverage (%) HCA_M6,Coverage (%) HCA_C2,Coverage (%) HCA_C4,Coverage (%) HCA_C6,Coverage (%) HCA_i2,Coverage (%) HCA_i4,Coverage (%) HCA_i6,Area HCA_K2,Area HCA_K4,Area HCA_K6,Area HCA_M2,Area HCA_M4,Area HCA_M6,Area HCA_C2,Area HCA_C4,Area HCA_C6,Area HCA_i2,Area HCA_i4,Area HCA_i6,#Peptides,#Unique,#Spec HCA_K2,#Spec HCA_K4,#Spec HCA_K6,#Spec HCA_M2,#Spec HCA_M4,#Spec HCA_M6,#Spec HCA_C2,#Spec HCA_C4,#Spec HCA_C6,#Spec HCA_i2,#Spec HCA_i4,#Spec HCA_i6,PTM,Avg. Mass,Description
510,271,Q13263|TIF1B_HUMAN,352.51,51,32,32,26,39,34,31,16,18,17,26,31,22,1.126E5,8.6877E4,9.0324E4,1.1145E5,1.2799E5,1.2714E5,1.8329E4,3.3478E4,2.3703E4,5.8554E4,5.6944E4,4.6474E4,29,29,73,92,72,81,101,90,21,38,24,49,65,49,Carbamidomethylation; Deamidation (NQ),88550,Transcription intermediary factor 1-beta OS=Homo sapiens OX=9606 GN=TRIM28 PE=1 SV=5
502,8,Q9BT78|CSN4_HUMAN,352.51,75,62,57,64,64,62,70,57,53,54,55,59,43,4.1804E4,4.328E4,4.7409E4,5.7077E4,5.8912E4,6.0397E4,3.9951E4,3.8463E4,3.7186E4,3.8195E4,4.6346E4,2.6338E4,23,23,58,68,69,75,78,81,54,52,52,65,67,44,Carbamidomethylation; Deamidation (NQ),46269,COP9 signalosome complex subunit 4 OS=Homo sapiens OX=9606 GN=COPS4 PE=1 SV=1
359,646,P46777|RL5_HUMAN,352.38,66,39,40,40,64,44,44,40,38,38,40,43,44,2.0014E5,2.3997E5,2.5001E5,6.439E5,2.9855E5,2.7253E5,1.7687E5,1.7823E5,1.8639E5,2.3797E5,2.7541E5,1.8677E5,20,20,60,81,88,99,90,97,65,78,76,86,92,85,Carbamidomethylation; Oxidation (M); Deamidation (NQ),34363,60S ribosomal protein L5 OS=Homo sapiens OX=9606 GN=RPL5 PE=1 SV=3
593,147,P08779|K1C16_HUMAN,352.21,63,49,50,31,48,22,12,48,18,49,63,9,36,3.1881E4,2.513E4,3.8122E3,3.7135E4,2.5446E3,6.2248E2,3.0123E4,1.1957E3,2.1036E4,5.0152E4,,1.5892E4,28,15,86,89,43,86,30,12,75,22,58,94,21,58,Carbamidomethylation; Oxidation (M); Deamidation (NQ),51268,Keratin  type I cytoskeletal 16 OS=Homo sapiens OX=9606 GN=KRT16 PE=1 SV=4
536,411,Q7L576|CYFP1_HUMAN,351.86,36,17,19,18,18,29,24,13,21,13,20,22,10,1.606E4,2.0927E4,1.9299E4,2.4204E4,5.0917E4,3.5928E4,1.6496E4,1.7765E4,1.1735E4,1.9973E4,2.8221E4,9.5494E3,33,18,45,72,58,69,103,86,44,49,41,54,65,44,Carbamidomethylation; Deamidation (NQ),145182,Cytoplasmic FMR1-interacting protein 1 OS=Homo sapiens OX=9606 GN=CYFIP1 PE=1 SV=1
299,886,P15121|ALDR_HUMAN,351.74,75,74,74,74,75,74,74,54,54,57,54,57,57,2.3125E5,2.8071E5,2.901E5,2.0742E5,2.5411E5,2.2341E5,1.0353E5,1.1778E5,1.1732E5,1.6184E5,1.8164E5,1.4515E5,16,15,96,105,114,98,115,100,72,82,83,88,85,81,Carbamidomethylation; Oxidation (M); Deamidation (NQ),35853,Aldo-keto reductase family 1 member B1 OS=Homo sapiens OX=9606 GN=AKR1B1 PE=1 SV=3
272,468,P61158|ARP3_HUMAN,351.22,72,53,53,53,69,58,67,58,52,56,61,61,63,1.914E5,2.0409E5,2.0455E5,2.5045E5,2.4924E5,2.5726E5,1.9382E5,2.0882E5,1.8379E5,2.4499E5,2.7301E5,1.9225E5,21,21,95,95,94,123,111,126,85,98,98,97,97,86,Carbamidomethylation; Acetylation (Protein N-term); Deamidation (NQ),47371,Actin-related protein 3 OS=Homo sapiens OX=9606 GN=ACTR3 PE=1 SV=3
605,370,P23634|AT2B4_HUMAN,351.00,28,19,17,16,21,22,22,19,20,24,18,17,12,1.2286E4,1.2509E4,1.0786E4,1.4405E4,1.9688E4,2.0532E4,1.1786E4,1.9239E4,1.73E4,1.0996E4,9.5584E3,5.4474E3,26,16,47,61,41,49,61,63,51,62,71,54,51,51,Carbamidomethylation; Deamidation (NQ),137920,Plasma membrane calcium-transporting ATPase 4 OS=Homo sapiens OX=9606 GN=ATP2B4 PE=1 SV=2
470,141,Q9Y230|RUVB2_HUMAN,350.95,67,52,45,60,57,51,57,43,40,44,43,48,42,9.6297E4,7.3511E4,8.7208E4,1.1603E5,1.0417E5,1.0621E5,3.9945E4,3.9539E4,4.2799E4,5.4006E4,5.1812E4,4.6705E4,28,28,75,69,83,83,73,76,53,57,60,50,58,64,Carbamidomethylation; Acetylation (Protein N-term); Deamidation (NQ),51157,RuvB-like 2 OS=Homo sapiens OX=9606 GN=RUVBL2 PE=1 SV=3
534,234,Q9Y262|EIF3L_HUMAN,350.44,46,28,33,36,38,38,35,34,36,37,36,38,36,4.3423E4,8.7914E4,8.8929E4,6.4586E4,8.4239E4,7.1607E4,6.2668E4,6.4925E4,6.8818E4,5.9146E4,7.5486E4,5.9269E4,21,21,54,59,54,70,64,57,64,61,66,60,62,62,Carbamidomethylation; Deamidation (NQ),66727,Eukaryotic translation initiation factor 3 subunit L OS=Homo sapiens OX=9606 GN=EIF3L PE=1 SV=1
204,1458,P62826|RAN_HUMAN,350.35,60,54,55,59,59,55,60,59,54,59,55,55,60,3.7539E5,3.9702E5,3.4257E5,3.8206E5,3.9937E5,4.0638E5,3.2139E5,3.3068E5,4.253E5,4.1508E5,4.9546E5,5.4066E5,17,17,104,111,107,103,107,98,96,121,132,144,142,178,Carbamidomethylation; Acetylation (Protein N-term); Deamidation (NQ),24423,GTP-binding nuclear protein Ran OS=Homo sapiens OX=9606 GN=RAN PE=1 SV=3
833,429,Q8IVF2|AHNK2_HUMAN,350.21,11,7,5,5,7,6,6,1,0,0,1,1,0,8.9283E4,5.1714E4,5.894E4,7.1151E4,5.8123E4,6.75E4,1.8428E3,2.5854E3,2.9563E3,4.64E3,7.7043E3,1.2916E3,45,45,87,63,62,86,64,73,4,6,3,6,9,2,Carbamidomethylation; Deamidation (NQ),616641,Protein AHNAK2 OS=Homo sapiens OX=9606 GN=AHNAK2 PE=1 SV=2
276,1506,P09936|UCHL1_HUMAN,350.03,83,83,78,78,78,82,78,77,74,78,78,78,78,2.4151E5,2.0206E5,1.9756E5,2.3522E5,1.7243E5,1.8375E5,1.4596E5,1.5276E5,1.6025E5,1.66E5,1.6798E5,1.288E5,16,16,96,115,98,109,88,78,106,93,101,105,101,93,Carbamidomethylation; Oxidation (M); Deamidation (NQ),24824,Ubiquitin carboxyl-terminal hydrolase isozyme L1 OS=Homo sapiens OX=9606 GN=UCHL1 PE=1 SV=2
679,27,P12081|HARS1_HUMAN,349.74,59,37,43,43,38,48,39,23,31,32,44,36,29,3.6217E4,4.1319E4,4.1748E4,4.1643E4,4.8214E4,4.9456E4,1.4128E4,2.4698E4,1.8236E4,3.2586E4,4.6974E4,1.8756E4,23,19,41,70,52,46,67,62,25,35,44,45,57,46,Carbamidomethylation; Deamidation (NQ),57411,Histidine--tRNA ligase  cytoplasmic OS=Homo sapiens OX=9606 GN=HARS1 PE=1 SV=2
67,1808,P09382|LEG1_HUMAN,349.55,96,96,96,96,96,96,96,88,88,88,88,88,88,1.9826E6,1.8453E6,1.8688E6,1.7087E6,1.5786E6,1.734E6,1.3092E6,1.2743E6,1.3593E6,1.3742E6,1.2407E6,1.3028E6,12,12,284,331,276,282,251,252,233,214,229,219,200,205,Carbamidomethylation; Oxidation (M); Acetylation (Protein N-term); Deamidation (NQ),14716,Galectin-1 OS=Homo sapiens OX=9606 GN=LGALS1 PE=1 SV=2
382,396,P13647|K2C5_HUMAN,348.99,49,37,49,36,38,29,19,34,26,31,32,22,25,3.2155E4,1.3726E5,3.4333E4,6.2448E4,1.4514E4,2.8367E3,4.9204E4,1.6994E4,3.4878E4,1.7847E4,8.2752E3,1.767E4,35,19,86,147,85,108,60,27,93,68,95,78,46,60,Carbamidomethylation; Oxidation (M); Deamidation (NQ),62378,Keratin  type II cytoskeletal 5 OS=Homo sapiens OX=9606 GN=KRT5 PE=1 SV=3
990,254,Q14980|NUMA1_HUMAN,348.84,19,4,10,8,15,15,11,4,5,3,4,4,1,6.6609E3,1.1945E4,1.3005E4,1.5055E5,3.7129E4,2.651E4,6.7237E3,1.0817E4,5.994E4,1.06E5,7.4609E3,3.4617E3,29,29,17,32,29,74,70,60,12,16,17,23,18,12,Carbamidomethylation; Deamidation (NQ),238257,Nuclear mitotic apparatus protein 1 OS=Homo sapiens OX=9606 GN=NUMA1 PE=1 SV=2
411,434,Q92973|TNPO1_HUMAN,348.68,38,21,26,27,25,26,25,30,34,24,28,30,28,4.0438E4,3.9657E4,4.4576E4,6.9552E4,9.1056E4,7.6837E4,4.9875E4,6.6428E4,6.3946E4,5.7147E4,7.8832E4,5.9097E4,25,25,62,73,76,63,88,66,78,91,74,74,82,77,Carbamidomethylation; Deamidation (NQ),102355,Transportin-1 OS=Homo sapiens OX=9606 GN=TNPO1 PE=1 SV=2
401,734,Q99873|ANM1_HUMAN,348.47,65,51,47,52,47,47,47,43,46,49,54,54,54,6.2473E4,7.1001E4,7.1008E4,8.2171E4,9.548E4,9.9265E4,6.0344E4,6.2586E4,6.9346E4,7.7651E4,9.5858E4,6.9602E4,22,22,76,65,80,83,83,83,72,56,83,71,92,79,Carbamidomethylation; Deamidation (NQ),42462,Protein arginine N-methyltransferase 1 OS=Homo sapiens OX=9606 GN=PRMT1 PE=1 SV=3
1068,192,Q9UM54|MYO6_HUMAN,348.22,28,15,13,18,20,23,20,4,4,4,8,8,7,1.7717E4,1.9297E4,1.9119E4,3.0157E4,3.8274E4,3.323E4,4.5028E3,5.7515E3,3.9295E3,6.1025E3,8.957E3,4.8486E3,28,28,30,40,47,50,52,57,9,7,7,14,25,13,Carbamidomethylation; Deamidation (NQ),149691,Unconventional myosin-VI OS=Homo sapiens OX=9606 GN=MYO6 PE=1 SV=4
600,62,P60228|EIF3E_HUMAN,348.08,54,37,35,37,39,49,44,49,45,37,47,41,43,2.9975E4,4.3795E4,4.1786E4,4.276E4,5.2754E4,4.6089E4,4.4039E4,4.5929E4,4.8424E4,5.1697E4,6.5292E4,4.2103E4,19,19,48,54,55,61,59,65,54,51,59,59,58,43,Carbamidomethylation; Deamidation (NQ),52221,Eukaryotic translation initiation factor 3 subunit E OS=Homo sapiens OX=9606 GN=EIF3E PE=1 SV=1
362,717,P61247|RS3A_HUMAN,347.90,63,56,60,63,56,56,56,37,56,44,46,43,44,2.5917E5,2.4951E5,2.5772E5,2.7752E5,2.8788E5,2.6053E5,1.1764E5,1.4443E5,1.2213E5,1.5608E5,1.346E5,9.7314E4,19,19,100,87,96,102,115,95,60,67,57,70,72,72,Carbamidomethylation; Oxidation (M); Deamidation (NQ),29945,40S ribosomal protein S3a OS=Homo sapiens OX=9606 GN=RPS3A PE=1 SV=2
579,967,O14773|TPP1_HUMAN,347.82,42,32,36,32,33,25,39,33,33,42,32,32,31,8.2971E4,7.4068E4,7.839E4,7.0659E4,6.7475E4,6.8785E4,9.5198E4,9.2425E4,1.0758E5,9.1394E4,9.8415E4,8.8638E4,11,11,52,50,51,42,41,54,65,52,89,73,60,55,Carbamidomethylation; Deamidation (NQ),61248,Tripeptidyl-peptidase 1 OS=Homo sapiens OX=9606 GN=TPP1 PE=1 SV=2
185,518,P07339|CATD_HUMAN,347.80,68,64,47,51,54,43,48,50,51,60,61,51,50,4.6791E5,3.7138E5,3.701E5,3.4556E5,3.5663E5,3.6281E5,3.0684E5,3.0587E5,3.4617E5,3.168E5,3.1129E5,2.5961E5,19,19,152,124,133,120,141,119,127,140,121,135,127,112,Carbamidomethylation; Oxidation (M); Deamidation (NQ),44552,Cathepsin D OS=Homo sapiens OX=9606 GN=CTSD PE=1 SV=1
524,53,P35998|PRS7_HUMAN,347.66,60,50,53,53,53,53,56,29,38,36,36,40,29,1.0075E5,9.1812E4,8.1211E4,1.1188E5,1.0289E5,8.3993E4,1.9208E4,2.2216E4,1.9975E4,2.9314E4,3.4219E4,1.786E4,29,29,75,94,84,96,88,83,33,39,33,42,40,37,Carbamidomethylation; Deamidation (NQ),48634,26S proteasome regulatory subunit 7 OS=Homo sapiens OX=9606 GN=PSMC2 PE=1 SV=3
288,551,P12429|ANXA3_HUMAN,347.54,67,62,67,67,67,67,60,63,67,63,63,67,61,2.7028E5,2.9212E5,2.8561E5,2.6263E5,2.6606E5,2.8402E5,2.2611E5,2.269E5,2.1197E5,2.6809E5,2.7526E5,1.8053E5,20,20,96,101,103,89,93,95,96,92,86,99,115,80,Carbamidomethylation; Oxidation (M); Deamidation (NQ),36375,Annexin A3 OS=Homo sapiens OX=9606 GN=ANXA3 PE=1 SV=3
251,1060,O00299|CLIC1_HUMAN,347.32,85,79,71,60,85,80,85,85,85,85,85,71,85,3.2431E5,2.5834E5,2.7698E5,2.8807E5,2.9573E5,2.9353E5,3.5544E5,3.5273E5,3.8876E5,4.642E5,5.2149E5,3.9613E5,20,20,90,71,76,90,102,84,141,111,132,116,126,124,Carbamidomethylation; Oxidation (M); Acetylation (Protein N-term); Deamidation (NQ),26923,Chloride intracellular channel protein 1 OS=Homo sapiens OX=9606 GN=CLIC1 PE=1 SV=4
490,155,P22234|PUR6_HUMAN,347.22,62,50,51,51,52,57,57,52,47,57,58,58,54,1.5403E5,1.4261E5,1.5558E5,1.433E5,1.4321E5,1.4018E5,4.7457E4,4.7425E4,4.9443E4,7.5247E4,9.1091E4,6.7659E4,23,23,73,72,72,70,69,62,51,45,55,68,80,65,Carbamidomethylation; Acetylation (Protein N-term); Deamidation (NQ),47079,Multifunctional protein ADE2 OS=Homo sapiens OX=9606 GN=PAICS PE=1 SV=3
803,531,P20810|ICAL_HUMAN,347.12,37,35,33,34,35,33,30,8,14,14,24,22,17,8.1605E4,5.5626E4,5.8351E4,6.4644E4,4.9737E4,6.3592E4,1.0754E4,1.0738E4,1.0489E4,2.2923E4,2.2639E4,1.5254E4,21,21,70,66,49,64,61,61,11,15,19,24,32,17,Carbamidomethylation; Deamidation (NQ),76573,Calpastatin OS=Homo sapiens OX=9606 GN=CAST PE=1 SV=4
511,312,Q9UJU6|DBNL_HUMAN,346.67,56,53,51,51,56,52,52,32,36,37,44,39,36,1.1294E5,9.0851E4,8.1311E4,1.0747E5,7.8085E4,8.9903E4,4.1196E4,4.1028E4,3.4647E4,4.0214E4,4.005E4,3.4886E4,22,22,76,74,71,63,55,69,52,59,64,53,72,46,Carbamidomethylation; Deamidation (NQ),48207,Drebrin-like protein OS=Homo sapiens OX=9606 GN=DBNL PE=1 SV=1
629,224,Q9Y2A7|NCKP1_HUMAN,346.46,39,14,20,20,24,34,27,22,20,18,25,24,12,1.5921E4,2.6798E4,2.1062E4,3.064E4,4.3757E4,3.0849E4,1.7966E4,1.7259E4,1.2775E4,2.049E4,2.7246E4,6.3E3,31,31,37,49,50,68,69,70,54,52,46,58,64,22,Carbamidomethylation; Deamidation (NQ),128790,Nck-associated protein 1 OS=Homo sapiens OX=9606 GN=NCKAP1 PE=1 SV=1
513,259,P09960|LKHA4_HUMAN,346.10,52,39,35,36,50,45,48,32,29,42,25,33,33,5.3336E4,4.6923E4,5.5453E4,8.2571E4,9.3302E4,8.5674E4,3.2981E4,2.3117E4,3.4829E4,2.3454E4,2.9281E4,2.2765E4,23,23,65,64,78,80,97,91,56,35,48,42,51,47,Carbamidomethylation; Deamidation (NQ),69285,Leukotriene A-4 hydrolase OS=Homo sapiens OX=9606 GN=LTA4H PE=1 SV=2
406,1918,Q01469|FABP5_HUMAN,345.96,78,73,66,73,78,66,66,65,65,65,65,65,72,4.4888E5,2.3747E5,3.7046E5,2.5941E5,2.114E5,3.7002E5,9.585E4,9.3585E4,8.9025E4,1.0787E5,1.0421E5,7.9264E4,16,16,98,99,91,114,73,83,49,57,52,69,63,62,Carbamidomethylation; Oxidation (M); Acetylation (Protein N-term); Deamidation (NQ),15164,Fatty acid-binding protein 5 OS=Homo sapiens OX=9606 GN=FABP5 PE=1 SV=3
442,150,O60664|PLIN3_HUMAN,345.70,69,61,62,59,62,57,65,34,42,49,53,49,47,1.4206E5,1.0207E5,1.1211E5,1.2668E5,1.1302E5,1.108E5,2.5681E4,2.6415E4,2.903E4,5.3763E4,5.1101E4,4.6112E4,19,19,124,74,74,86,88,107,35,33,39,67,54,63,Carbamidomethylation; Deamidation (NQ),47075,Perilipin-3 OS=Homo sapiens OX=9606 GN=PLIN3 PE=1 SV=3
375,1036,P60900|PSA6_HUMAN,345.36,72,57,57,57,72,72,57,54,57,68,57,57,72,2.9126E5,2.7733E5,2.7113E5,2.1829E5,2.6193E5,2.1893E5,1.5385E5,1.4957E5,1.6622E5,2.5041E5,2.3321E5,2.1144E5,18,18,89,94,77,70,72,83,76,71,75,92,85,83,Carbamidomethylation; Deamidation (NQ),27399,Proteasome subunit alpha type-6 OS=Homo sapiens OX=9606 GN=PSMA6 PE=1 SV=1
522,1238,P67809|YBOX1_HUMAN,345.19,69,50,50,50,43,46,53,34,39,32,50,40,53,6.1567E4,6.289E4,6.3619E4,4.1384E4,4.1114E4,4.6727E4,1.8948E4,2.0841E4,1.7739E4,5.2471E4,4.0593E4,2.5641E4,15,10,109,105,99,60,58,53,34,43,29,63,53,39,Acetylation (Protein N-term); Deamidation (NQ),35924,Y-box-binding protein 1 OS=Homo sapiens OX=9606 GN=YBX1 PE=1 SV=3
675,336,P48147|PPCE_HUMAN,345.02,44,23,25,30,28,33,30,25,32,34,37,37,30,2.522E4,2.8806E4,3.6877E4,3.0349E4,2.9599E4,4.2236E4,2.6072E4,2.3997E4,2.9079E4,3.2375E4,4.43E4,2.5067E4,21,21,38,37,45,45,50,48,55,46,52,60,71,49,Carbamidomethylation; Deamidation (NQ),80700,Prolyl endopeptidase OS=Homo sapiens OX=9606 GN=PREP PE=1 SV=2
578,257,Q96AE4|FUBP1_HUMAN,344.91,41,35,38,34,34,32,34,12,19,15,23,21,18,1.2515E5,1.115E5,1.03E5,9.438E4,7.9662E4,8.2306E4,8.8128E3,1.2975E4,1.2132E4,2.3824E4,2.0382E4,9.9654E3,22,18,98,82,72,92,83,75,16,25,37,38,46,20,Carbamidomethylation; Deamidation (NQ),67560,Far upstream element-binding protein 1 OS=Homo sapiens OX=9606 GN=FUBP1 PE=1 SV=3
130,1339,Q562R1|ACTBL_HUMAN,344.68,47,27,27,34,26,35,25,39,27,31,25,34,25,6.3481E2,5.4114E2,4.2914E3,2.61E3,1.8419E3,1.012E3,2.843E5,3.5321E2,3.5076E2,1.7597E3,1.8262E3,1.562E3,16,6,150,155,160,167,160,156,165,159,159,155,160,156,Oxidation (M); Deamidation (NQ),42003,Beta-actin-like protein 2 OS=Homo sapiens OX=9606 GN=ACTBL2 PE=1 SV=2
242,1455,P23284|PPIB_HUMAN,344.59,62,54,51,45,51,51,51,51,59,47,51,51,51,5.8469E5,4.6775E5,4.6578E5,4.9688E5,5.4094E5,5.7468E5,3.2624E5,2.7992E5,2.8948E5,4.7665E5,4.4083E5,4.4975E5,19,19,104,108,105,118,109,109,94,103,105,114,112,103,Carbamidomethylation; Oxidation (M); Deamidation (NQ),23743,Peptidyl-prolyl cis-trans isomerase B OS=Homo sapiens OX=9606 GN=PPIB PE=1 SV=2
390,344,Q16666|IF16_HUMAN,343.93,46,35,29,34,36,39,40,23,25,24,24,26,20,1.0407E5,1.2424E5,1.156E5,1.1811E5,1.2196E5,1.1943E5,8.6702E4,8.4868E4,7.1807E4,7.7531E4,8.0826E4,4.7368E4,28,28,82,82,81,89,97,100,84,68,82,54,61,60,Carbamidomethylation; Deamidation (NQ),88256,Gamma-interferon-inducible protein 16 OS=Homo sapiens OX=9606 GN=IFI16 PE=1 SV=3
514,547,P05106|ITB3_HUMAN,343.90,25,25,20,22,21,24,25,23,23,22,25,22,24,1.1312E5,1.0058E5,1.2088E5,7.0689E4,9.0947E4,9.3298E4,9.0205E4,9.6932E4,9.128E4,1.1357E5,9.702E4,7.6496E4,21,21,63,58,55,46,57,71,70,60,79,70,68,57,Carbamidomethylation; Deamidation (NQ),87058,Integrin beta-3 OS=Homo sapiens OX=9606 GN=ITGB3 PE=1 SV=2
201,1268,P04792|HSPB1_HUMAN,343.84,91,91,91,91,91,91,72,67,57,91,72,91,82,1.2441E6,9.7415E5,9.7921E5,1.2391E6,8.1928E5,8.406E5,1.9973E5,2.6052E5,2.6641E5,3.3948E5,3.3283E5,3.4816E5,17,17,189,152,139,175,145,146,73,76,90,93,89,84,Deamidation (NQ),22783,Heat shock protein beta-1 OS=Homo sapiens OX=9606 GN=HSPB1 PE=1 SV=2
297,595,P05121|PAI1_HUMAN,343.71,63,61,55,62,61,57,57,55,52,56,57,58,59,2.105E5,1.6425E5,2.0505E5,1.7173E5,1.4541E5,1.9943E5,2.5199E5,2.1444E5,2.5689E5,2.8332E5,3.1525E5,2.2832E5,21,21,115,76,72,99,90,91,84,82,96,119,95,100,Oxidation (M); Deamidation (NQ),45060,Plasminogen activator inhibitor 1 OS=Homo sapiens OX=9606 GN=SERPINE1 PE=1 SV=1
550,146,Q9NVA2|SEP11_HUMAN,343.50,59,52,53,43,48,47,41,27,32,34,34,36,32,1.1015E5,6.7635E4,8.4638E4,5.6826E4,6.1926E4,4.6472E4,7.955E3,1.4121E4,2.0657E4,1.7273E4,1.8551E4,1.8884E4,21,12,93,82,91,87,94,75,27,30,38,37,33,23,Carbamidomethylation; Acetylation (Protein N-term); Deamidation (NQ),49398,Septin-11 OS=Homo sapiens OX=9606 GN=SEPTIN11 PE=1 SV=3
594,295,Q96AC1|FERM2_HUMAN,343.49,52,23,31,28,29,34,40,33,36,40,41,41,40,2.373E4,3.1795E4,3.1071E4,3.7594E4,5.1514E4,4.3714E4,5.4321E4,4.7295E5,5.5299E5,7.3052E5,1.3235E6,1.2674E6,28,28,39,39,49,45,53,75,58,55,66,64,74,53,Carbamidomethylation; Deamidation (NQ),77861,Fermitin family homolog 2 OS=Homo sapiens OX=9606 GN=FERMT2 PE=1 SV=1
225,850,Q9Y696|CLIC4_HUMAN,343.47,82,81,70,70,79,78,81,79,73,73,70,73,78,2.3765E5,2.5294E5,2.1473E5,2.3517E5,2.5566E5,2.6012E5,2.5741E5,2.2346E5,2.5723E5,3.1496E5,3.4665E5,3.1386E5,19,19,113,104,94,107,102,110,113,120,105,134,129,105,Carbamidomethylation; Oxidation (M); Acetylation (Protein N-term); Deamidation (NQ),28772,Chloride intracellular channel protein 4 OS=Homo sapiens OX=9606 GN=CLIC4 PE=1 SV=4
782,552,O43237|DC1L2_HUMAN,343.17,61,49,56,58,47,49,54,37,37,35,33,40,30,4.2974E4,3.7286E4,4.7979E4,3.5304E4,3.3623E4,4.1097E4,6.7519E3,1.0909E4,8.7257E3,1.0888E4,2.0792E4,1.1272E4,22,21,68,63,61,50,53,64,28,21,21,31,26,21,Carbamidomethylation; Deamidation (NQ),54099,Cytoplasmic dynein 1 light intermediate chain 2 OS=Homo sapiens OX=9606 GN=DYNC1LI2 PE=1 SV=1
519,761,Q9BTV4|TMM43_HUMAN,343.13,60,53,58,50,60,58,59,38,38,59,53,50,47,8.9457E4,8.5424E4,8.9551E4,7.7934E4,8.0844E4,8.9203E4,6.058E4,6.6456E4,7.8707E4,8.4825E4,7.0189E4,7.1295E4,18,18,73,51,60,61,55,73,61,51,74,69,59,60,Acetylation (Protein N-term); Deamidation (NQ),44876,Transmembrane protein 43 OS=Homo sapiens OX=9606 GN=TMEM43 PE=1 SV=1
528,486,P21589|5NTD_HUMAN,343.13,47,27,24,28,28,32,26,34,26,38,32,36,38,7.2309E4,6.7147E4,6.3702E4,5.3194E4,5.0676E4,5.4353E4,4.081E4,4.833E4,3.8234E4,5.7684E4,5.632E4,5.3892E4,20,20,66,65,76,70,56,56,48,51,52,61,61,77,Carbamidomethylation; Deamidation (NQ),63368,5'-nucleotidase OS=Homo sapiens OX=9606 GN=NT5E PE=1 SV=1
588,635,P12955|PEPD_HUMAN,343.00,56,53,52,53,55,56,49,38,44,37,39,46,44,1.3977E5,1.2272E5,1.1506E5,1.0007E5,9.6914E4,1.103E5,3.2607E4,3.473E4,3.7225E4,4.0052E4,4.8633E4,3.5361E4,19,19,71,77,71,78,69,68,30,40,40,40,55,40,Carbamidomethylation; Acetylation (Protein N-term); Deamidation (NQ),54548,Xaa-Pro dipeptidase OS=Homo sapiens OX=9606 GN=PEPD PE=1 SV=3
404,1156,Q02878|RL6_HUMAN,342.94,48,46,40,46,43,43,44,42,44,41,40,41,39,1.5949E5,1.6997E5,1.8311E5,1.9858E5,2.093E5,2.2116E5,1.2206E5,1.3563E5,1.0762E5,1.1971E5,1.3347E5,9.7773E4,19,19,79,88,95,82,88,86,70,70,61,65,72,61,Deamidation (NQ),32728,60S ribosomal protein L6 OS=Homo sapiens OX=9606 GN=RPL6 PE=1 SV=3
886,189,P46459|NSF_HUMAN,341.99,47,24,32,31,30,37,34,9,17,14,26,23,22,3.5315E4,3.1894E4,3.4034E4,3.7334E4,4.8146E4,4.1116E4,7.1417E3,7.469E3,6.5649E3,1.5981E4,1.2862E4,1.4399E4,26,26,38,48,51,53,60,50,14,20,15,31,26,25,Carbamidomethylation; Deamidation (NQ),82594,Vesicle-fusing ATPase OS=Homo sapiens OX=9606 GN=NSF PE=1 SV=3
1078,440,Q9NY15|STAB1_HUMAN,341.69,14,4,5,6,7,7,10,5,7,6,6,8,5,7.7259E3,9.7502E3,1.0467E4,1.2292E4,1.4414E4,1.6161E4,1.17E4,1.4695E4,1.4016E4,1.5838E4,1.8367E4,1.156E4,27,27,13,27,27,34,33,41,30,32,24,29,38,19,Carbamidomethylation; Deamidation (NQ),275480,Stabilin-1 OS=Homo sapiens OX=9606 GN=STAB1 PE=1 SV=3
457,291,P07384|CAN1_HUMAN,341.23,50,40,37,43,42,40,37,33,32,33,34,34,26,5.7676E4,6.2184E4,6.6887E4,7.373E4,7.4633E4,8.2806E4,5.4205E4,5.3466E4,5.7023E4,7.0737E4,7.7962E4,6.1843E4,26,26,70,58,80,74,85,83,54,47,57,78,77,60,Carbamidomethylation; Acetylation (Protein N-term); Deamidation (NQ),81890,Calpain-1 catalytic subunit OS=Homo sapiens OX=9606 GN=CAPN1 PE=1 SV=1
1097,301,Q9Y2W1|TR150_HUMAN,341.14,26,21,23,18,19,18,17,5,6,6,8,6,6,6.6959E4,6.5614E4,6.0638E4,5.4991E4,4.9403E4,4.9595E4,5.0556E3,8.7088E3,6.444E3,1.1459E4,1.4848E4,8.9827E3,21,21,53,45,45,31,39,36,10,16,10,18,20,18,Deamidation (NQ),108666,Thyroid hormone receptor-associated protein 3 OS=Homo sapiens OX=9606 GN=THRAP3 PE=1 SV=2
484,407,P50416|CPT1A_HUMAN,341.13,35,27,27,27,28,35,31,28,28,27,28,34,24,4.9503E4,5.7284E4,5.4746E4,6.2833E4,8.7561E4,7.838E4,7.1497E4,7.1921E4,6.9465E4,6.8197E4,6.8124E4,3.9442E4,22,22,53,67,62,63,72,72,74,63,76,62,70,52,Carbamidomethylation; Deamidation (NQ),88368,Carnitine O-palmitoyltransferase 1  liver isoform OS=Homo sapiens OX=9606 GN=CPT1A PE=1 SV=2
